Comment,Rating
"đã nghe tiếng về quán chân gà nướng tanka , nhưng hôm nay mới gọi thử về ăn , bởi mọi ngày hay ăn chân gà ở thuỵ khuê nhưng giờ ăn ở đó ko còn dc ngon bởi quán đó đông nên đồ nướng hay bị cháy , nên hôm nay mát giờ lại thèm ăn định gọi chân gà thuỵ khuê nhưng lại sợ nướng cháy như lần trước , bèn gọi ăn thử chân gà tanka ở nguyên hồng ăn thử , nói về chất lượng cánh gà ở quán này ăn có khi ngon ở ở thuỵ khuê và nước sốt rất hợp khẩu vị chấm gà !!!! từ giờ lại có thêm 1 quán chân gà và cánh gà nướng để dc thưởng thức !!!! mà ko phải tìm đâu xa ngay đầu nguyên hồng , à quên đồ ship mang về dc gói trong giấy bạc lúc ship mang tới mà vẫn còn giữ đc độ nóng của cánh gà !!!! nói chung chả biêt nói gi nữa , chỉ nói với 2 từ là ngon vãi !!!!!!",1
"xuất sắc luôn! đồ ăn ngon, quán đẹp nên ăn nhé",1
"mình ăn ở đây nhiều lần rồi, chỗ đặt đồ ăn quen thuộc. cá nhân mình thấy thực đơn ở đây rất ngon (trừ các món xào hay bị cho cay vào, ai không ăn đc cay thì hơi khổ). món yêu thích của mình là cơm bò hầm khoai (ở thực đơn 2-4-6) và mỳ xào bò. ăn uống cảm giác rất ngon miệng và sạch sẽ. hộp giấy dễ thương. quán làm đồ nhanh, cũng chưa bị nhầm lẫn gì bao giờ.

hồi mới ăn lần đầu thì quán chỉ có ship cơm thôi. mình có note lúc đánh giá là nên kèm canh cho đỡ khô, kèm hay bán thêm canh đều được. từ lần 2 đặt đồ trở đi đã có kèm canh miễn phí rồi.

ăn nhiều nhưng ít chụp nên up tạm cái ảnh đang ăn dở thì chụp lại :d ảnh chụp phèn phèn do skill chụp ảnh phèn chứ ăn ngon nhé.",1
đặt đồ ăn ko chịu ship mặc dù rất gần chỗ các bạn,0
chưa chạm đến món ăn đâu gọi ship now về thấy đã bao gồm hộp vsattp ship về đến nhà lại thanh hộp nhựa rẻ tiền biến dạng vì thức ăn nóng?,0
"quán khá rộng, chỗ để xe thoải mái, view nhìn ra bể bơi thế nhưng cách trang trí thì lại k đẹp mắt cho lắm, trông hơi cũ, kính lại bẩn nữa. mình đến vào tầm trưa nên khá vắng và yên tĩnh. trên tầng 2 chia làm 2 phần 1 phần là ngồi ghế còn 1 phần là ngồi bệt như này. nhưng mà tầng 2 lại k có nvien cũng k có menu luôn muốn gọi gì thì phải xuống tầng 1 rất bất tiện. đồ uống hơi ít và mình thấy k chất lượng lắm. cacao thì uống như milo pha nóng, cốc nhìn cũng đục đục k đc sạch, kem xôi tạm ổn nhưng mà hơi ít. mình gọi combo số 4 thì phải, gồm có nem chua khoai tây và gà viên, món này cũng tạm ổn, nhìn cũng đẹp mắt. menu đồ ăn rất đa dạng, có cả lẩu nữa, nếu có dịp sẽ đến thử.",0
"hoa quả dầm đb và mì ý vs cơm gà thật sự rất mgon, quán yên tĩnh, k gian rộng, thái độ nhân viên phục vụ tốt lắm ạ",1
"thái độ phục vụ tốt, nhân viên biết cách take care khách hàng",1
"lần trước mình có dẫn bạn mình tới đây. lẩu ở đây giá khá ok, không gian riêng tư, đúng ý mình luôn",0
"cảm thấy hài lòng khi lựa chọn quán. nhân viên lễ phép, phục vụ tận tâm",1
"thái độ phục vụ rất ok, nhanh nhẹn và chuyên nghiệp không có đùa cợt như nhiều quán mình hay đi. nên mình sẽ ghé quán nhiều lần hơn nữa. chúc nhà sàn 141 ngày càng phát triển hơn nữa",1
các món ăn tại quán thì chuẩn vị tây bắc khỏi bàn cãi. từ mẹt bò cho tới các món khác đều ngon xuất sắc. nhà sàn 141 vẫn và sẽ luôn là địa điểm đáng tin cậy khi mình và hội bạn tụ tập mỗi dịp cuối tuần,1
"nước lẩu ngon, đặc trưng, sẽ quay lại nhiều lần cho bữa tân niên và tất niên sắp tới, đồ ăn siêu nhiều, ăn hoài không hết",1
"bị nghiện luôn k nói nhìu. nước dùng đậm đà, về độ ngon phải nói là ngất ngây. gì chứ thời tiết này mà làm bữa lẩu thì chuẩn thôi rồi",1
đến quán mà bỏ qua mẹt nướng thì uổng. kể ra 400k cho mẹt 6 người là quá rẻ ý. quán để giá thế này không khéo lỗ mất thôi,1
6 người nhóm mình hôm vừa rồi có ghé quán ăn thử. tính ra 6 người nồi lẩu 390k ăn bét nhè thì khá là rẻ đó chứ,1
ko quay lại,0
"bánh mỳ ăn ổn, trà cũng ok, không bị ngọt quá siêu thích luôn, cốc trà còn to bự uống mệt nghỉ",1
"làm 1 phần lẩu thom ngon them các món hải sản và nấm nữa thì phải gọi là tuyệt vòi ông mặt trời với cái thời tiết lạnh như băng thế này, hải sản tươi ngon nước dùng lại thơm ngọt sao ko thích mê cho được chứ",1
"thèm lẩu quá mà rủ chả ai đi cả, thế là lên mạng tìm thì thấy quán có món lẩu ghẹ fa tôm mực thấy cũng ok phết, phần này có cả 1 con ghẹ to đầy ụ thịt, tôm mực cũng tràn ngập luôn ấy, nước lẩu nhiều mà ngon ngọt lắm, thấy hài lòng, đỡ phải ra quán ngồi 1 mình đỡ tủi thân, sẽ đặt món này thường xuyên",1
"quán có rất nhiều món ăn vặt ngon miệng và khi nhận được thì thấy xứng đáng với giá trị tại đây ngon hơn loại ngoài hàng khác, nhân cuốn chất lượng, thịt hầu như ko có mỡ, tôm tươi giòn giòn ăn thích! có nhiều món ngon vô cùng tận",1
"trưa đói quá chả biết ăn gì luôn được chị giới thiệu cho món phở cuốn nghĩ cũng ăn được phết nên order và phần ăn thử, thấy đố ăn cũng sạch sẽ. cuốn không dài nhưng cũng mập thịt , bên trong là xà lách rau và nhân cũng nhiều, bò mềm ngon. nói chung thử quán mới ăn cũng ok không thất vọng là được rồi.",1
"lâu lắm mới dc ăn lại món phở cuốn chuẩn mình còn thích cả món cơm của quán. thèm quá nên đặt món ăn qua now mà nhận món ăn đc đóng gói rất đẹp, hộp đẹp, đũa đẹp và thân thiện môi trường mà giá cả cũng hợp lý.",1
"lâu lắm rồi mới muốn ăn phở cuốn thế này, mình còn thích cả món phở cuốn bò kho của quán. đặt hàng qua now mà nhận món ăn đc đóng gói rất đẹp, hộp đẹp, đũa đẹp và thân thiện môi trường mà giá cả cũng hợp lý",1
"là 1 fan của phở cuốn thì mình thấy phở cuốn ở đây ngon, nước mắm chấm là 1 điểm cộng hoàn hảo ở đây, trong phở cuốn rau và thịt vừa đủ ko bị độn nhiều rau như những nơi khác",1
"ôi thiên đường ăn vặt của tớ đây nên lên đây chia sẻ cho mọi người, mình thích đồ chiên của quán vì chiên không thấm dầu mà lại nhiều món ăn ngon lành cành đào phết",1
"chiều làm việc đói thì biết làm gì bây giờ ngoài đặt đồ ăn thôi chứ, mình là fan trung thành của quán, quán có khoai lang kén ngon nức mũi, đặt 2 phần để ăn mang vào chỗ ngồi các chị làm cùng bu lại ăn thử và khen quá trời làm phải đặt thêm vài phần haha",1
"quán có đủ các món ăn từ món no đến món ăn chơi, mình thích các món cuốn của quán, hương vị ngon quấn chặt nhân trong nhiều lắm, nước chấm cũng ngon nữa, chiều chiều làm vài cái phở cuốn thì thật sự ấm bụng dã man",1
đồ ăn + giá cả tạm được . nhưng thái độ của chủ quán và nhân viên ko chấp nhận đc . chủ quán chửi khách như hát hay . cả chủ cả nhân viên thái độ như cắn vào đít khách đến nơi !!! thêm 1 điểm trừ là quán bẩn .,0
"2 bát ốc 64k. đây là lúc mình ăn xong nhớ ra và chụp lại, không khéo bên ngoài còn chưa được 1 bát. chẳng hiểu quán làm ăn kiểu gì, ốc thì ít kinh khủng. coi như 64k cho 1 bát ốc vặn :) lần sau cạch ốc quán này, còn đâu đồ ăn khác cũng được. quán nên xem lại chứ như này không ổn",0
"quán khá dễ tìm, vị trí thuận lợi. 
đồ ăn phong phú, đa dạng, ngoài các thể loại ốc còn có cháo nữa. mình ăn hết cháo xong mới gọi mấy món khác. no mà vẫn ăn được vì thấy ngon. 
giá cả bình dân, hợp túi tiền sinh viên
quán đông khách nhưng chỗ để xe vẫn hợp lý và gần, k phải đi xa. 
không gian quán thì hơi chật chội",1
"công nhận đồ ăn ở quán ngon, giá cả cũng hợp lý
nhưng cách phục vụ từ nhân viên cho đến chủ thì không chấp nhận được, mình có gọi 2 trà đá đợi đến tận lúc ăn xong ngồi đợi mãi mà vẫn k có, nhân viên nói chuyện thì như chửi vào mặt khách: chuyện là bàn bên cạnh bọn mình ăn đi 3 người nhưng về sau gọi thêm bạn có 1 ngừoi nữa đến thì các bạn ý bảo bạn nữ nhân viên cho xin thêm 1 bát nc chấm, thế là bạn nhân viên ya quay sang lườm, mặt sầm sầm, nói vs giọng rất láo mà nhìn mặt bạn ý là biết nhỏ hơn mấy bạn khách kia’ ac lần sau đến thì báo có mấy ng để e bê lên, bây h còn xin thêm cái gì’. đến lúc tính tiền thì k cho xem giấy, nên k thể check xem có đúng k, lúc đi về mình có lên foody xem thực đơn của quân thì thấy là mình đã bảo gọi trà đâ nhưng k có nhưng bác chỉ vẫn tinha tiền
không gian quán thì vừa bé vừa bẩn, khách ăn xong k thấy nv đi dọn, quán tít tận trong ngõ sâu, k có chỗ để xe phải để vạ ở ven đường đối diện quán
k thích quán vì cách phục vụ",0
"xôi chè bà thìn - số 1 bát đàn

xôi mềm được cho vào chè nóng tạo nên vị đậm đà những ngày đầu thu. ăn bùi, ngọt vừa và mình còn cảm nhận được hương thơm của đậu xanh thoảng nhẹ lên mũi.quán nhỏ không có bàn mà kê ghế nhựa ngồi ăn vỉa hè rất đông, đặc biệt cuối tuần. quán còn bán cả chè nước như chè sen, chè đỗ đen, chè đỗ xanh ăn cùng thạch và trân châu. 15k một bát và 30k nếu gọi cả chè nước, rất đáng để thử phải không ? sẽ còn quay lại vào lần sau",1
"một trong những món phải thử nhất khi đến hà nội - xôi chè. mà với t phải là của bà thìn, phải là xôi vò của bà thìn cơ :(( ăn rồi mà cứ thèm mãi, đúng là món ngon ""đinh"" của phố cổ, đỉnh của mùa thu hà nội️
.
bà thìn bán đủ các loại chè truyền thống, như xôi chè, chè kho, chè hạt sen, chè đỗ đen, bánh trôi tàu, cốm xào... giá 15-25k/b. nên thử nhất ở đây vẫn là xôi chè hoa cau, xôi chè bà cốt và tào phớ thạch trân châu mn nhéxôi của bà ngon vì cái dẻo thơm, hạt mẩy vàng óng mà rất tơi. quyện cùng với chè hoa cau ngọt thanh, hay với chè bà cốt nóng sánh mịn, ngọt đậm hơn và thoảng vị cay nhẹ của gừng. ăn xong mà cứ xuýt xoa vì ngon :(( nếu mn sợ ngọt quá thì nên gọi nhiều xôi ít chè nhé :""> mà thử gọi xôi cục nữa ăn thích lắm đó
.
ngồi một góc phố cổ, tám chuyện với bạn bè, trên tay là bát xôi nóng và bát tào phớ thơm mùi hoa nhài. mùa thu hà nội đây️
.
7h30-23h",1
"vẫn ngon như cơ sở 1. mỗi tội ngồi vỉa hè bẩn, mùi cống kinh quá",0
"chiếc gió thu đã thực sự ùa về trên phố phường hà nội rồi các ông ạ. cái mùa gì mà đẹp mà yêu vô cùng, đi xa là nhớ gặp nhau là mừng  lang thang phố cổ chiều thu thèm bát chè nóng ấm cổ họng là nhớ ngay ra quán ở bát đàn. thực ra mình hay ngồi góc h.bồ hơn vì có chỗ ngồi trong nhà rộng rãi, không phải ngồi vỉa hè chật chội bên kia, 2 nhà cách nhau 1 tí đường cùng chủ nha. 
xôi chè bà cốt ở đây gây nghiện cực kỳ, chè thơm mùi gừng ấm nóng, không ngọt sắc mà vẫn đủ đậm đà, ăn cùng xôi vò đậu xanh đúng ngon luôn í  mấy hôm thay đổi thời tiết khụt khịt mà ăn xong bát chè thấy nhẹ cả người, món này với bánh trôi tàu là chuẩn bộ đôi nè. 
ngoài ra có thể chọn ăn xôi với chè đậu xanh hoa cau hoặc đậu đen đều ok. các đồ mùa hè vẫn bán bình thường không như đồ mùa đông thì phải vào hẳn mùa lạnh cô mới làm nên là bị hụt hẫng lắm qua hơi muộn xíu còn hết cả mấy món bánh ăn chơi rồi cốm xào, chè con ong tiếc ghê lắm, nhớ qua sớm 1 chút thì đủ món lựa chọn hơn nha các bồ",1
"mình ăn ở đây 2 lần,cũng nghe danh từ lâu bh mới được thưởng thức.xôi chè ở đây mịn,thơm và rất nóng hổi nữa nhé,k bị ngọt quá như những quán khác.món mình thích nhất ở đây là xôi chè bà cốt,còn xôi chè hoa cau mình ăn thấy bình thường....nói chung là món xôi chè bà thìn thì nổi tiếng phố cổ vì đậm chất xưa và hương vị hn.nên thử !",1
"đắt, chất lượng ko tương xứng với giá tiền. lần đầu tiên trong đời ship đồ đến ko thìa ko đũa ko hộp để ăn!",0
"gọi fd giao hàng về nhà. đặt bún sươn mọc mà mở ra chỉ có 5 viên mọc, ko thấy sườn đâu hết. nhìn phát ngán ko muốn ăn. cảm thấy tệ hết sức vì cách giao hàng của fdy và quán ăn. đây gọi là treo đầu dê bán thịt chó à. 40k 1 bát bún này có đáng ko?",0
ăn siêu chán - giá siêu đắt. chất lượng bát bún ko phù hợp với giá tiền mà ko hiểu tại sao mọi ngừoi ăn ầm ầm. ăn xong cảm thấy quá phí tiền luôn,0
"20 sống trên đời chưa bh ăn bát bún sườn movj nào tệ hơn thế này. ôi bữa trưa vừa nóng vừa đắt mà chả ra gì, cái bát này 20k cũng chả đáng ý mà đây giá tận gấp đôi, oimeoi kíu 
- nước dùng thì có mùi hôi hôi ,lãng xẹt ngọt cũng chả ra ngọt mặn cũng chả mặn đ hiểu nước gì ý.
- mọc đc 5 cục gì đấy mà mọc này là mọc giò kiểu thịt xay nhuyễn hẳn ra rồi nặm thành hình thả vào ấy. cắn vào giòn giòn mà ăn chả thấy vị thịt đã vậy còn k có gia vị gì nhạt nhẽo vđ.
- sườn 2 cục thịt vừa bã vừa bở như để suốt kỉ băng hà bh mới mang ra dùng k thơm mùi thịt k biết có phải thịt k 
- măng vs giá giòn trần vừa tới, cả bát ăn đc mỗi 2 thứ ý.
- đề nghị quán thay ngay quẩy, quẩy dùng ăn phở, bún là quẩy to vs hơi mềm xíu đây lại là quẩy bé xíu giòn tan tành chuyên để ăn cháo sườn mới bực.
k muốn nói nhiều đâu nhưng mà sao tệ tới thế mà người vào ăn cứ nườm nượp...
40k/bát
khải dung bún sườn mọc - số 20 hoàng hoa thám, hà đông",0
"mình thường xuyên ăn ở đây vì siêu ngon mà tiện (khá) gần nhà mình. 

sườn cực vừa, lại ăn dễ vì miếng nào ra miếng đó, ăn phát tách ra xương chứ k cần dằng dằng luôn  măng cũng siêu ngon ạ  mỗi tội có mì chính (vì mình bị dị ứng mì chính)

giá là 40k/bát, đắt hơn bthg chắc 5-10k nhưng xứng đáng, lại free trà đá

à ở đó có bán bánh xu xê, 1 hộp 30k/6 bánh. chắc hơi đắt chút (?) nhưng ngonn, mình k hảo ngọt nên ít khi ăn mấy loại bánh này nhưng ở đây làm giòn, thanh, mát  

nchung highly recommend nha 

ngồi hơi đông tí thôi chứ k thì cũng ok, quạt ciếc r có không gian",1
"với 40k 1 bữa sáng thì mình mong chất lượng cũng phải cao cao 1 chút tuy nhiên khi ăn ở đây bạn sẽ thấy ko nên hy vọng quá nhiều vào các quán ăn đông khách ở hđ. nước dùng béo, ko thanh, mọc như mọi quán khác, chỉ có mấy sợi măng ngon hơn chút, nếu chịu khó bỏ ra chút công sức tin rằng ở nhà bạn có thể nấu ngon hơn quán. bù cho cái sự thường thường là mọi thứ dc làm nhiều lên: miếng sườn to, mọc nhiều hơn, bún nhiều hơn để khách ko thể thắc mắc về giá cả. chỗ khác trả giá 1 để mua dc 1, ở đây thì mua 1 rưỡi và trả tiền 2.
quán có 2 tầng tuy nhiên thường kín đặc do hà đông ít chỗ ăn ngon, thế nên quán khá ồn ào và chật chội. phục vụ tạm dc, lúc đông thì vẫn cứ phải chờ lâu.",0
"mưa gió nên gọi ship về nhà. nhận được đồ ăn ấm hết cả lòng. 
ốc to, ngọt và sạch. nước chấm pha cực chuẩn.
nem rán cũng ngon.
cút xào me chua ngọt vừa phải và không bị nát.
ăn kèm sung muối ngâm vừa tới.
điều bất ngờ nhất là món ngao xào bơ. chỗ này chắc không đâu khác bán với giá 50k. ngao thơm lừng mùi bơ tỏi, ship đến còn nóng hôi hổi.
từ nay ăn ốc khỏi cần lên phố nữa rồi hihi",1
"mình được thằng bạn thân dẫn ra quán này ăn và từ đó là bị nghiện luôn. quán ở đây rất là đông, đôi khi còn phải chờ có chỗ để ngồi ý. quán nổi tiếng với những đĩa ngao max to nhưng mình quên không chụp lại, chụp mỗi bát ốc. ốc to ở đây giòn ngon và khá nhiều, ngao thì có 2 loại ngao xào dừa và ngao xào me, cả 2 loại đều ngon lắm ý. nem chua của quán cũng ngon, cút lộn xào me cứ cảm thấy ít ít và hơi nát nhưng sốt rất ngon. đi với hội bạn nên chia tiền đầu người ra rẻ lắm, chỉ tầm 50-70k mỗi đứa thôi ý. quá ổn luôn",1
"lạnh trời,buồn buồn, thèm ăn ốc và muốn đi tiêu tiền thì đc bạn giới thiệu quán này. 
cảm nhận đầu tiên về quán là đông, đông mịt mù, hẹn nhau ở đây mà k thấy bạn đâu hóa ta trong góc, đống k thấy. quán hơi bé, bàn ghế.các thứ cũ cũ, chắc quán lâu rồi chứ k đc sang chảnh như mấy quán mới mở, và mọi thứ cứ hơi tý hon 1 xíu. 
ốc ăn rất giòn và sạch, dai dai, đều con. ngao thì thôi rồi, rất thị vị bùi bùi, ngọt ngọt của ngao xào kèm xả vs dứa. cơ mà nc ngao quán này k đc trong lắm nên mới nhìn cũng có hơi hốt hoảng. thêm chân gà cũng tuyệt cú. bình thường mình ăn quán có chân gà thì k có ốc, có ốc thì k chân gà. h biết quán này để vào rồi. 
giá cả cũng vừa tầm , 2 bát ốc , 1 bát ngao xào, 6 chân gà,  10 cút lộn xào me hết có 210k",0
"lần đầu mới biết đến cái món phở mà còn chua nữa các***ạ :))) nhưng mà ăn rất lạ mà ngon vừa miệng nữa nhé, toping cực kỳ đầy đủ mà ăn xong cũng no căng bụng nữa !!! giá vừa phải rất thích hợp để ăn trưa luôn nhoé :)))) nghiện phần nước xốt, ngọn ngọt, chua chua. chị chủ quán cũng xinh đẹp tuyệt vời còn nhiệt tình nữaaaaa",1
"phở ngon ăn rất lạ miệng, đóng gói cẩn thận sạch sẽ",1
"quán bán phở chua tây bắc mới mở ở 298*** quán món chính là phở chua và mỳ chua trộn, mình gọi 1 mỳ trộn xá xíu rất bất ngờ vì ăn thấy ngon cũng phải ngang những hàng mỳ trộn ngon mình từng ăn, nv nhiệt tình tuy nhiên quán hơi bé dịch chỉ ngồi được trong nhà.",1
"món phở chua này nghe nhiều ở lạng sơn rồi, hn thấy có vài quán. nay thấy mở ở gần nhà nên qua ăn thử, đánh giá qua là bát đầy đặn, nước sốt ngon lạ miệng, chua cay ngọt đủ vị, có cái khoai sợi ăn thơm hay hay. giá trên menu là 35k mà mình qua đang km còn 25k đồng giá tặng cả trà đá nên thấy rất oke. 
kết: nên thử",1
"waiting for more than 1 hour delivery, phone calls to the shop didn’t help",0
"kfc - 106 hoàng quốc việt

thèm gà rán là nhớ ngay đến gà của kfc vừa thơm lại vừa ngon. mình nghiện luôn ý. gà rán nóng hổi mới ra lò được phục vụ liền, ăn vừa giòn lại vừa ngon đậm vị thịt, ăn một lần là nhớ mùi vị và chắc chắn sẽ quay lại nhiều lần với kfc.
đội nhân viên làm việc nhanh nhẹn, thân thiện, phục vụ đồ ăn cho mình rất nhanh, mình không phải chờ đợi quá lâu mặc dù quán đông khách.
không gian thiết kế đậm chất riêng của kfc, thoáng mát. khu vực nhà vệ sinh có chút bẩn, có lẽ là do đông khách nên nhân viên không để ý.",1
"mình rất thích ăn gà rán, rất rất rất thích luôn ý và kfc cũng là nơi mình rất hay tạt qua ăn gà vượt qua cơn thèm khát. ở kfc nếu ăn lườn thì chắc hẳn các bạn đã có trải nghiệm cực kì tệ hại rồi vì thực sự lườn quá bã và ăn chả có vị gì, chỉ nên ăn đùi với cánh thôi. ở đây có suất cơm trưa mình ko nhớ rõ giá nhưng rất vừa và đáng tiền ăn cũng no căng nữa. mỗi tội giờ cao điểm phục vụ hơi chậm nên mình cũng k thích. quán có điều hoà và sạch sẽ nên mình rất ưng ý.",1
"cơm gà sốt nhật là món mới của kfc, hôm nay đói bụng nên mình mới ghé qua ăn thử. cơm này có phần nước sốt khá ngon, ăn kèm là một chút rau sống và gà xào hành tây. tuy nhiên, gà hơi nhiều da và mình rất ghét ăn da gà. phần thịt cũng hơi ít. 

nhưng đánh giá chung là nên thử nhé, giá là 41k một phần như hình, có thẻ giảm giá thì còn 37k :)",0
"mình đã đi ăn nhiều các quán bán gà rán khác nhau và mình phải nói rằng kfc là một quán khiển mình thất vọng nhất gà rán thì thường mình thấy là nó sẽ giòn và những cái bột bên ngoài là vị nó rất là đậm vị và ngon, nhưng mà khi mà mình ăn ở kfc thì mình lại thấy là cái vỏ ngoài lúc cắn vào thì nó hơi bị mỡ và thịt bên trong thì cũng hơi bị khô kfc thì giá cả cũng ok nhưng mà nói thực thì mình nghĩ rằng là mình sẽ hiếm khi quay lại vì mình hơi thất vọng gà rán mình nhớ rất là ngày trước là kfc là suốt ngày được quảng cáo là rất là ngon nhưng mà có vẻ qua thời gian thì nhiều hãng khác nổi lên thì kfc chìm dần và chất lượng cũng tệ đi, mình mong kfc sẽ quay lại thời kì huy hoàng sớm thui!",0
"mình đến lúc khoảng 9h30, thấy hàng bao nhiêu người vẫn đang ăn trong đấy. định ra đỗ xe thì chú bảo vệ ( đang ngồi ôm vợ hay người yêu bên cạnh gì đấy) đuổi: về đi, hết giờ rồi! mình hỏi gặn mà ổng vẫn cứ vẩy tay đuổi mình như đuổi tà ý. 
mình phóng sang bên lotteria chỗ núi trúc (trên đường về) người ta vẫn đón khách lên ăn nhưng nhân viên lotteria nhẹ nhàng nhắc tầm 10h đóng cửa các bạn mua về hoặc ăn nhanh giúp các bạn ý. bác bảo vệ ở lotteria còn xếp xe cho mình.
một lần trong đời không bao giờ quay lại với kfc nói chung và chỗ đó nói riêng.
thảm hại!!",0
"mình là khách quen của con ong vàng đã 2 năm. hôm nay có đặt 1 đơn như thường lệ gồm bánh chuối rán, khoai lang rán. trong 2 cái bánh chuối mình đặt thì mình chỉ nhận được 1 cái. khoai lang thì có 1 miếng không phải khoai và như cắn dở (mình đã chụp ảnh) và mình rất thất vọng vì quán.",0
"hàng bánh chuối đổi địa chỉ vào sâu trong ngõ 105, đi vào 1 đoạn sẽ thấy biển báo rẽ phải nha, để biển dễ nhìn lắm. mọi ng đừng ăn hàng ở ngay gần đầu ngõ, hàng đấy làm không có ngon bằng đâu, còn chị ở bên trong ngõ là hàng chính chủ người sài gòn dễ thương lắm. đặt ship mọi ng cx nhớ dặn kĩ shipper, tại kb sẽ mua nhầm hàng bên ngoài nha.",1
quán có tài khoản goviet thì sửa lại địa chỉ trên goviet đi ạ. mình đặt trên goviet mà nhiều lần các anh tài xế tới đều nói là quán đổi địa điểm rồi. haizzzz buồn ghê,0
"nghe bảo món hot từ sài gòn ra mà mây thấy cũng thường lắm à. 
đợt đầu bảo xếp hàng đông nghịt vì mới lạ cả là kích thước khủng nữa. 

dễ hình dung là chuối chín, ép mỏng lăn tới 2 lần bột nên chiên lên được kích cỡ dài như vậy. nhưng vị bột rất tệ, nhạt và bứ, cá nhân mây thấy là ko ngon bằng bánh chuối vẫn hay ăn ở vỉa hè. chuối chiên có rắc vừng đen, chụp ảnh trông rất khoái nhưng chỉ thế thôi, ăn 1 lần cho biết 
.
giá: 10k/chiếc",0
"mới bước chân đến công ty đã thấy bà ở cty rủ ăn bánh chuối, cứ tưởng là rủ ăn cái bánh chuối bt mà mùa đông các quán hay bán ý, nên định k ăn. r bà ấy cho xem ảnh và bảo đang hot lắm, ăn thử đi. rồi ok. đặt thử, lúc ý đặt là 3h chiều vì quán hình như 2h mới mở, thấy shipper bảo là đông nghịt, xếp hàng mãi mới đến lượt ấy. cầm trên tay chiếc bánh nóng hổi mà mùi thơm dễ sợ. 
mùa đông mà ăn mấy cái đồ nóng như này thì không còn hì bằng, cắn miếng giòn tan, nhưng ăn đc cái thì cũng ngấy huhu, k tắc đc cái thứ 2. nhưng mà ngon lắm luôn, chắc là chiều nay lại phải rủ các thím ở cty đặt tiếp. hm trc đặt qua app now thấy đc giảm 30% mà nay k thấy nữa. nhưng tính ra 10k cũng là rẻ r",1
"có mỗi củ kiệu là ăn đc. vịt quay thiết bản mặn, đắng..... cánh vịt rang muối, đúng muối, vì rất mặn.cánh vịt trong canh măng toàn lông.bún sợi mềm, tương ớt thì đúng chất chinsu. ko nên mua",0
đây ld suất vịt t mua vs giá 445k . lẩu vịt om sấu lèo tèo vài miếng + rau muống giá 265k . nộm vịt thì cả 1 hộp chỉ toàn rau và ko có một miếng thịt vịt nào . xôi và lưỡi vịt tạm ổn . ăn trên phố thấy khá ổn nên mới đặt mua về . ko ngờ luôn cmay làm ăn kiểu gì đây,0
"công nhận ở đây làm chất lượng. có điều không gian hơi hẹp. được vài bàn thôi, còn lại thì hầu hết mua về hoặc có mấy shipper của now :) mình gọi vịt nhỏ vì hôm đó hết vịt to thế mà cũng thấy to quá trời. vịt quay chín đều nhưng k bị khô thịt. ở đây khẩu vị sẽ thiên về ngọt nhiều hơn. bún trộn thì hơi ít thịt nhưng mùi vị dung hoà.
giá cả phải chăng",1
"đặt 3 vịt quay, và nhiều món khác. các món ok trừ 3 hộp xôi  bị thiu, xôi cũ từ hôm trc mà vẫn ship cho khách. k hài lòng",0
"mk gọi 1 phần xôi thịt vịt vs 1 đĩa vịt quay nhỏ. 
không gian quán sạch sẽ, thoáng
nhân viên phục vụ nhanh 
về đồ , thịt vịt quay ở đây mềm và ngon . phần da nhìn màu khá đẹp
xôi thì ngậy và mềm , dẻo
nc sốt thì mk thấy ko ngon lắm nên gọi thêm bát xì dầu chấm vịt",1
cách phục vụ quá kém. k nỡ xếp chỗ đỗ xe cho khách. để mặc khách loay hoay rất lâu mà k có tỏ ra giúp đỡ khách cuối cùng phải đi vì k đô đc xe. thái độ quá kém k bjo quay lại,0
ọe,0
giải thích hộ với ??,0
đồ ăn bẩn,0
"bẩn + chán thôi rồi. xog mò lên xem review, lên fb xem thì mới biết là kinh khủng thế nào.",0
cơm cực kỳ chán. mình là đứa dễ ăn mà k nuốt nổi gà khô vị thì chán cho mấy miếng lặc lè luôn như cho lợn ăn canh thì toàn mùi xà phòng. không bao giờ đặt lại.,0
bán đồ ăn kém chất lượng hay không muốn nói thẳng là đồ vứt đi. thái độ xấu với khách hàng. nên xem xét việc đóng cửa.,0
"thái độ làm hỏng hết công sức từ trước  đến giờ
2điểm ủng hộ :)",0
khổ thân quán. chỉ vì hành xử kém làm đổ bể hết bao năm kinh doanh.,0
đồ ăn bẩn,0
đồ ăn bẩn. thái độ dối trá lồi lõm,0
"quán này có từ lâu lắm rồi. trước đây tên gốc của quán chỉ là kinh đô, được chủ nhà đặt tên vì hồi trước đối diện với quán là rạp phim kinh đô. nhưng sau này hãng bánh trung thu kinh đô mở ra đã từng yêu cầu chủ nhà gỡ biển hiệu hoặc đổi tên vì họ đã đăng kí tên bản quyền. may mà hiện giờ tên quán vẫn giữ được. chủ nhà là người hà nội gốc nên cái tên kinh đô đối với ông thực sự  có ý nghĩa ",1
"không gian đẹp, ấm cúng",1
